               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  54,            0.014001,            0.020288,           0.0053038,             0.75514,             0.88576,             0.86337,             0.50405,            0.011873,            0.011593,            0.004547,           0.0024011,           0.0024011,           0.0024011
                  55,            0.013844,            0.021196,           0.0051089,             0.74595,             0.89388,             0.86032,             0.39538,            0.015027,            0.011559,           0.0045135,           0.0023834,           0.0023834,           0.0023834
                  56,            0.013809,            0.020625,           0.0052433,             0.76011,             0.87695,             0.86511,             0.41258,            0.014919,            0.011519,           0.0044655,           0.0023656,           0.0023656,           0.0023656
                  57,            0.013631,             0.02108,            0.005211,             0.75941,             0.86823,             0.86368,             0.41484,            0.014483,            0.011554,           0.0044339,           0.0023479,           0.0023479,           0.0023479
                  58,            0.013624,            0.020253,            0.005147,             0.78141,             0.86564,             0.87424,             0.47273,            0.012451,            0.011571,           0.0043546,           0.0023302,           0.0023302,           0.0023302
                  59,            0.013698,             0.02066,           0.0051579,             0.78601,             0.87115,             0.88077,             0.47973,            0.012544,            0.011585,           0.0043197,           0.0023125,           0.0023125,           0.0023125
                  60,            0.013437,            0.020858,            0.004858,             0.79165,             0.86738,              0.8858,             0.48181,            0.013415,            0.011493,            0.004278,           0.0022948,           0.0022948,           0.0022948
                  61,             0.01345,            0.020942,            0.005061,             0.78967,             0.86657,             0.88563,             0.45369,            0.013339,            0.011499,           0.0042733,           0.0022771,           0.0022771,           0.0022771
                  62,             0.01355,            0.020527,           0.0050203,             0.80892,             0.87643,             0.89272,             0.53605,            0.011982,            0.011419,           0.0042189,           0.0022594,           0.0022594,           0.0022594
                  63,            0.013644,            0.020213,           0.0048463,             0.81936,             0.87118,             0.89649,             0.54238,            0.011621,            0.011385,           0.0041479,           0.0022416,           0.0022416,           0.0022416
                  64,            0.013654,             0.01982,           0.0047671,             0.81821,             0.87214,             0.89927,             0.51646,            0.012236,            0.011435,           0.0040816,           0.0022239,           0.0022239,           0.0022239
                  65,            0.013291,            0.020631,           0.0048221,             0.81504,             0.87715,             0.90263,               0.521,            0.011853,            0.011437,           0.0040519,           0.0022062,           0.0022062,           0.0022062
                  66,            0.013434,            0.020863,           0.0046288,             0.81519,             0.88427,             0.90217,             0.43851,            0.014953,            0.011353,           0.0040318,           0.0021885,           0.0021885,           0.0021885
                  67,            0.013241,            0.019822,           0.0047629,             0.82272,             0.87604,             0.90336,             0.43417,            0.015011,            0.011313,           0.0039745,           0.0021708,           0.0021708,           0.0021708
                  68,             0.01305,            0.020525,           0.0048692,             0.82813,               0.882,             0.91072,             0.44446,            0.015275,            0.011266,           0.0039276,           0.0021531,           0.0021531,           0.0021531
                  69,            0.012816,            0.020464,           0.0045997,             0.84061,             0.87429,             0.91356,             0.49207,            0.012989,            0.011315,           0.0038738,           0.0021353,           0.0021353,           0.0021353
                  70,            0.013036,            0.020006,            0.004642,             0.83896,              0.8736,             0.91822,             0.48404,            0.013875,            0.011339,            0.003844,           0.0021176,           0.0021176,           0.0021176
                  71,            0.012966,            0.020703,           0.0046268,              0.8367,             0.87823,             0.91947,             0.50334,            0.013082,            0.011341,            0.003809,           0.0020999,           0.0020999,           0.0020999
                  72,            0.012944,            0.020459,           0.0045873,             0.84579,             0.87796,             0.92469,             0.46838,            0.014446,            0.011258,           0.0037528,           0.0020822,           0.0020822,           0.0020822
                  73,             0.01315,             0.02031,           0.0044638,             0.85754,             0.88428,             0.92826,             0.45905,            0.014817,            0.011261,           0.0036931,           0.0020645,           0.0020645,           0.0020645
                  74,            0.012853,            0.020117,           0.0043231,              0.8624,             0.88264,             0.93043,             0.51762,            0.012551,            0.011272,            0.003635,           0.0020468,           0.0020468,           0.0020468
                  75,            0.012965,            0.019897,           0.0042843,             0.86028,              0.8866,             0.93096,             0.55004,            0.011581,            0.011332,           0.0035762,            0.002029,            0.002029,            0.002029
                  76,            0.013053,            0.020175,           0.0044204,             0.87138,             0.87841,             0.93418,             0.54815,            0.012034,            0.011273,           0.0035616,           0.0020113,           0.0020113,           0.0020113
                  77,            0.012595,            0.020121,           0.0042265,             0.86899,             0.88538,             0.93387,             0.46825,            0.014322,            0.011239,            0.003539,           0.0019936,           0.0019936,           0.0019936
                  78,            0.012912,            0.020468,           0.0043091,             0.86966,             0.88727,             0.93751,             0.48422,            0.013598,            0.011298,           0.0034759,           0.0019759,           0.0019759,           0.0019759
                  79,            0.012811,            0.020786,           0.0043423,             0.87157,             0.89232,             0.93929,             0.54183,            0.012029,            0.011272,           0.0034466,           0.0019582,           0.0019582,           0.0019582
                  80,             0.01278,             0.02031,           0.0042491,             0.87104,             0.89637,             0.94384,             0.54043,            0.012984,            0.011153,           0.0033964,           0.0019405,           0.0019405,           0.0019405
                  81,            0.012372,            0.020421,           0.0040235,              0.8842,             0.89211,             0.94226,             0.46135,            0.014636,            0.011208,           0.0033456,           0.0019228,           0.0019228,           0.0019228
                  82,            0.012532,            0.019467,            0.004119,             0.87947,             0.89772,             0.94646,             0.57727,            0.011207,            0.011209,            0.003288,            0.001905,            0.001905,            0.001905
                  83,            0.012526,            0.020128,            0.004151,             0.89507,             0.88996,              0.9461,             0.55984,             0.01165,            0.011192,           0.0032567,           0.0018873,           0.0018873,           0.0018873
                  84,            0.012471,            0.021382,           0.0040678,             0.89977,              0.8996,             0.95231,             0.60569,            0.010572,            0.011149,           0.0032269,           0.0018696,           0.0018696,           0.0018696
                  85,            0.012436,            0.020002,           0.0040926,             0.91096,             0.89888,             0.95129,             0.55008,            0.012096,            0.011154,           0.0031268,           0.0018519,           0.0018519,           0.0018519
                  86,            0.012475,            0.020159,           0.0040615,              0.9144,             0.89554,             0.95237,             0.53953,            0.012176,            0.011151,           0.0030667,           0.0018342,           0.0018342,           0.0018342
                  87,            0.012306,            0.019661,           0.0039044,             0.91996,             0.89253,             0.95364,             0.53923,            0.012415,            0.011095,           0.0029952,           0.0018165,           0.0018165,           0.0018165
                  88,            0.012472,            0.019206,           0.0038344,             0.91731,             0.88948,             0.95141,             0.45264,            0.015015,            0.011038,           0.0029562,           0.0017987,           0.0017987,           0.0017987
                  89,            0.012257,            0.020277,           0.0039887,             0.92764,              0.9001,             0.95711,             0.52925,            0.012663,             0.01112,           0.0028996,            0.001781,            0.001781,            0.001781
                  90,              0.0124,            0.020226,           0.0038578,             0.93252,             0.89638,             0.95711,             0.54703,            0.012557,            0.011057,           0.0028393,           0.0017633,           0.0017633,           0.0017633
                  91,            0.012186,             0.02019,           0.0038522,             0.93147,              0.8999,             0.95926,             0.51481,            0.012754,             0.01115,           0.0027999,           0.0017456,           0.0017456,           0.0017456
                  92,            0.012278,             0.01984,           0.0037804,             0.93918,             0.89573,             0.96323,             0.54468,            0.013059,            0.011058,           0.0027345,           0.0017279,           0.0017279,           0.0017279
                  93,            0.012346,            0.020649,           0.0038978,             0.93624,             0.89827,             0.95958,             0.50129,            0.013642,            0.011105,           0.0027048,           0.0017102,           0.0017102,           0.0017102
                  94,            0.012183,            0.019671,           0.0037135,             0.93233,             0.90018,             0.96101,             0.52989,            0.012348,             0.01111,           0.0026576,           0.0016925,           0.0016925,           0.0016925
                  95,            0.012164,            0.019503,           0.0038043,             0.94124,             0.90839,             0.96352,             0.57888,            0.011491,            0.011092,           0.0026278,           0.0016747,           0.0016747,           0.0016747
                  96,            0.012296,            0.020162,            0.003786,             0.93749,             0.91248,             0.96347,             0.52029,            0.013292,            0.011042,            0.002607,            0.001657,            0.001657,            0.001657
                  97,            0.011933,            0.019976,             0.00364,             0.93865,             0.91095,             0.96332,             0.51833,            0.013269,             0.01102,           0.0025365,           0.0016393,           0.0016393,           0.0016393
                  98,            0.011759,            0.019813,            0.003504,             0.93845,             0.91578,             0.96415,             0.54695,            0.012165,             0.01108,           0.0024852,           0.0016216,           0.0016216,           0.0016216
                  99,            0.012052,            0.019434,           0.0034464,             0.93358,             0.91648,             0.96442,             0.53874,            0.012811,            0.010997,           0.0024421,           0.0016039,           0.0016039,           0.0016039
                 100,            0.012137,            0.020009,           0.0034598,              0.9422,             0.91449,             0.96593,             0.54757,            0.012816,            0.011005,           0.0023716,           0.0015862,           0.0015862,           0.0015862
                 101,            0.011925,            0.019625,           0.0033739,              0.9426,             0.92384,             0.96748,             0.57541,            0.011879,            0.011009,           0.0022891,           0.0015684,           0.0015684,           0.0015684
                 102,            0.011669,             0.01921,           0.0032279,             0.94505,             0.92391,             0.96889,             0.57803,            0.011926,            0.010978,           0.0022504,           0.0015507,           0.0015507,           0.0015507
                 103,            0.011992,            0.020947,           0.0034773,             0.94824,             0.92077,             0.96991,             0.53809,            0.013101,            0.010993,           0.0022554,            0.001533,            0.001533,            0.001533
                 104,            0.011939,            0.019622,           0.0034382,             0.94734,             0.91952,             0.96948,             0.55067,            0.012797,            0.011006,           0.0022119,           0.0015153,           0.0015153,           0.0015153
                 105,            0.011855,            0.020147,           0.0032506,             0.94111,             0.92655,             0.96906,             0.53155,            0.013099,             0.01096,           0.0021843,           0.0014976,           0.0014976,           0.0014976
                 106,            0.011657,            0.019586,           0.0032832,             0.93745,             0.93078,             0.97171,             0.57552,            0.011827,            0.011007,           0.0021523,           0.0014799,           0.0014799,           0.0014799
                 107,            0.011734,            0.019944,           0.0032612,             0.94079,             0.93247,             0.97123,             0.60315,            0.011476,            0.010947,           0.0021088,           0.0014621,           0.0014621,           0.0014621
                 108,            0.011646,            0.018639,           0.0034006,             0.94732,             0.93015,             0.96893,             0.56603,            0.011577,            0.011065,             0.00206,           0.0014444,           0.0014444,           0.0014444
                 109,            0.011574,            0.019569,           0.0032676,             0.94712,             0.92569,                0.97,             0.54687,            0.012576,            0.010958,            0.002009,           0.0014267,           0.0014267,           0.0014267
                 110,             0.01143,            0.019961,           0.0031055,             0.95313,             0.92655,             0.97125,             0.55874,            0.012256,            0.010926,           0.0019861,            0.001409,            0.001409,            0.001409
                 111,             0.01158,            0.019996,           0.0032768,             0.94642,             0.92839,             0.97125,             0.56803,            0.012372,            0.010914,           0.0019814,           0.0013913,           0.0013913,           0.0013913
                 112,            0.011414,            0.019382,           0.0031345,             0.94579,             0.92688,             0.97177,             0.58022,            0.012038,            0.010894,           0.0019515,           0.0013736,           0.0013736,           0.0013736
                 113,            0.011167,            0.019049,           0.0029754,             0.95919,             0.92653,             0.97045,             0.54767,            0.012529,             0.01093,           0.0018785,           0.0013559,           0.0013559,           0.0013559
                 114,            0.011523,            0.019794,           0.0030784,             0.95279,             0.92684,             0.97145,             0.53007,            0.013055,            0.010906,           0.0018591,           0.0013381,           0.0013381,           0.0013381
                 115,             0.01165,            0.019076,           0.0028974,             0.95409,             0.93139,             0.97419,             0.59294,            0.011316,            0.010903,             0.00184,           0.0013204,           0.0013204,           0.0013204
                 116,            0.011342,            0.019395,           0.0029922,             0.96335,             0.92944,             0.97423,             0.58498,            0.011811,            0.010903,            0.001769,           0.0013027,           0.0013027,           0.0013027
                 117,            0.011271,            0.018905,           0.0031619,             0.96582,             0.92759,             0.97503,             0.58443,            0.011808,            0.010878,           0.0017506,            0.001285,            0.001285,            0.001285
                 118,            0.011239,            0.019275,           0.0029797,             0.96211,             0.92965,             0.97733,             0.60135,            0.011256,            0.010886,           0.0017213,           0.0012673,           0.0012673,           0.0012673
                 119,            0.011367,             0.01917,           0.0029586,             0.95903,             0.93402,             0.97569,             0.56052,            0.012444,            0.010888,           0.0016933,           0.0012496,           0.0012496,           0.0012496
                 120,            0.011407,            0.019366,           0.0029471,             0.95992,              0.9297,             0.97321,             0.57174,             0.01206,            0.010872,           0.0016837,           0.0012318,           0.0012318,           0.0012318
                 121,            0.011428,            0.018971,           0.0028109,             0.95432,             0.93349,             0.97249,             0.53605,            0.012785,            0.010887,           0.0016691,           0.0012141,           0.0012141,           0.0012141
                 122,            0.011331,             0.01962,           0.0030189,             0.95782,              0.9282,             0.97326,             0.57401,            0.012163,            0.010832,           0.0016372,           0.0011964,           0.0011964,           0.0011964
                 123,            0.011268,            0.019627,           0.0030091,             0.94672,             0.94083,             0.97543,             0.58691,             0.01177,            0.010862,           0.0016457,           0.0011787,           0.0011787,           0.0011787
                 124,            0.011217,            0.019407,            0.002793,             0.95873,              0.9306,              0.9757,             0.58666,            0.011675,             0.01085,           0.0016127,            0.001161,            0.001161,            0.001161
                 125,            0.011199,             0.01865,           0.0028184,             0.95032,             0.93062,             0.97372,             0.56171,            0.012416,            0.010829,           0.0016042,           0.0011433,           0.0011433,           0.0011433
                 126,            0.011177,            0.019484,           0.0028618,             0.95379,             0.93886,             0.97602,             0.59592,            0.011361,            0.010821,           0.0015777,           0.0011256,           0.0011256,           0.0011256
                 127,            0.011276,            0.019611,           0.0027325,              0.9494,             0.93867,             0.97318,              0.5757,            0.012047,            0.010807,           0.0015559,           0.0011078,           0.0011078,           0.0011078
                 128,            0.010861,            0.019084,           0.0028461,              0.9605,             0.93873,             0.97636,              0.5982,            0.011503,            0.010859,           0.0015028,           0.0010901,           0.0010901,           0.0010901
                 129,            0.011004,            0.018958,           0.0026838,             0.96222,             0.93731,             0.97629,             0.58579,            0.011688,            0.010817,           0.0014764,           0.0010724,           0.0010724,           0.0010724
                 130,            0.010846,            0.019809,           0.0026949,             0.96012,             0.93796,             0.97681,             0.59246,            0.011559,            0.010792,           0.0015102,           0.0010547,           0.0010547,           0.0010547
                 131,            0.011281,            0.019804,           0.0028531,             0.96007,             0.93803,             0.97655,             0.57743,            0.012194,            0.010749,           0.0014707,            0.001037,            0.001037,            0.001037
                 132,            0.010758,            0.019198,           0.0026907,              0.9655,             0.93065,             0.97465,              0.5638,            0.012123,            0.010819,           0.0014325,           0.0010193,           0.0010193,           0.0010193
                 133,            0.010926,            0.019002,           0.0028183,             0.96358,             0.93361,             0.97409,              0.5811,            0.011748,            0.010798,           0.0014328,           0.0010015,           0.0010015,           0.0010015
                 134,            0.010756,            0.019035,           0.0028324,             0.96258,             0.93904,             0.97862,              0.5966,            0.011274,            0.010802,            0.001424,          0.00098383,          0.00098383,          0.00098383
                 135,            0.010934,            0.019981,           0.0027378,             0.96445,             0.93798,             0.97874,             0.59606,            0.011445,            0.010773,           0.0014156,          0.00096611,          0.00096611,          0.00096611
                 136,            0.011257,            0.019994,           0.0028211,             0.96603,             0.93952,               0.977,             0.59428,             0.01137,            0.010788,           0.0013914,           0.0009484,           0.0009484,           0.0009484
                 137,            0.010953,            0.018544,           0.0026487,             0.96401,             0.94238,              0.9798,              0.6113,            0.011066,             0.01075,           0.0013635,          0.00093068,          0.00093068,          0.00093068
                 138,             0.01094,            0.019745,           0.0025916,             0.96721,              0.9389,             0.97715,              0.5673,             0.01208,            0.010772,           0.0013523,          0.00091297,          0.00091297,          0.00091297
                 139,            0.010769,            0.019613,           0.0026172,             0.96671,             0.94002,              0.9755,             0.57155,            0.011934,            0.010786,           0.0013489,          0.00089525,          0.00089525,          0.00089525
                 140,            0.010914,            0.019705,           0.0026054,              0.9644,             0.93875,             0.97516,              0.5918,            0.011514,            0.010795,           0.0013507,          0.00087754,          0.00087754,          0.00087754
                 141,            0.010841,            0.019322,           0.0026944,             0.96025,             0.94105,             0.97556,             0.56726,            0.012057,            0.010802,           0.0013219,          0.00085982,          0.00085982,          0.00085982
                 142,            0.010815,            0.018953,           0.0024174,             0.97399,             0.92812,             0.97496,             0.57773,            0.011758,            0.010786,            0.001317,           0.0008421,           0.0008421,           0.0008421
                 143,            0.010857,            0.018511,           0.0024067,             0.97049,              0.9334,             0.97544,             0.55934,            0.012532,            0.010777,           0.0012885,          0.00082439,          0.00082439,          0.00082439
                 144,            0.010658,            0.018971,           0.0024997,             0.96318,             0.94241,             0.97499,             0.57783,            0.011582,            0.010775,           0.0012762,          0.00080667,          0.00080667,          0.00080667
                 145,            0.010629,            0.019184,           0.0025327,              0.9624,             0.94051,             0.97663,             0.58715,             0.01173,            0.010746,           0.0012599,          0.00078896,          0.00078896,          0.00078896
                 146,            0.010643,            0.018647,           0.0026627,             0.97015,             0.93519,             0.97712,             0.57581,            0.012008,             0.01075,           0.0012627,          0.00077124,          0.00077124,          0.00077124
                 147,            0.010513,             0.01907,           0.0026333,              0.9717,               0.931,             0.97555,             0.56586,            0.012154,            0.010746,           0.0012793,          0.00075353,          0.00075353,          0.00075353
                 148,            0.010382,             0.01851,           0.0025033,             0.96963,             0.93437,             0.97615,             0.57558,            0.011937,            0.010767,           0.0012468,          0.00073581,          0.00073581,          0.00073581
                 149,            0.010856,            0.019706,           0.0027355,             0.96805,             0.93444,             0.97726,              0.6084,            0.011022,            0.010755,           0.0012381,           0.0007181,           0.0007181,           0.0007181
                 150,            0.010431,            0.018164,            0.002464,             0.96719,             0.93622,             0.97654,             0.56706,            0.012133,            0.010751,           0.0012487,          0.00070038,          0.00070038,          0.00070038
                 151,            0.010704,            0.018693,           0.0026333,             0.96621,             0.93364,             0.97544,             0.58376,            0.011661,            0.010748,           0.0012412,          0.00068266,          0.00068266,          0.00068266
                 152,            0.010458,            0.019106,           0.0027647,             0.96574,             0.94618,             0.97691,             0.55033,            0.012579,            0.010788,           0.0012026,          0.00066495,          0.00066495,          0.00066495
                 153,            0.010588,            0.019047,            0.002536,              0.9714,             0.93704,             0.97818,             0.58185,            0.011881,            0.010747,           0.0012086,          0.00064723,          0.00064723,          0.00064723
                 154,            0.010614,            0.018551,           0.0026274,             0.96692,             0.94078,             0.97792,              0.5806,            0.011775,            0.010738,           0.0012007,          0.00062952,          0.00062952,          0.00062952
                 155,              0.0106,            0.019179,           0.0024235,             0.97177,             0.93625,             0.97789,              0.5919,            0.011461,            0.010719,           0.0012055,           0.0006118,           0.0006118,           0.0006118
                 156,            0.010599,            0.019325,           0.0024379,             0.96936,             0.93835,             0.97863,             0.58437,            0.011583,            0.010717,           0.0012077,          0.00059409,          0.00059409,          0.00059409
                 157,            0.010474,            0.019177,           0.0023356,             0.96951,             0.93837,             0.97618,             0.58215,            0.011626,            0.010714,           0.0012028,          0.00057637,          0.00057637,          0.00057637
                 158,            0.010445,            0.018481,           0.0024212,             0.97167,             0.93787,             0.97832,             0.58846,            0.011547,            0.010737,           0.0012044,          0.00055866,          0.00055866,          0.00055866
