               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  28,            0.034272,            0.028182,           0.0045368,             0.97184,             0.95097,             0.97996,             0.66046,            0.025831,            0.011468,            0.002111,             0.00595,             0.00595,             0.00595
                  29,            0.032132,            0.026818,           0.0043714,             0.97709,             0.94352,             0.98249,             0.70273,            0.023288,            0.011288,           0.0021836,              0.0058,              0.0058,              0.0058
                  30,            0.032254,            0.026436,           0.0043102,             0.97498,             0.96254,             0.98139,             0.69165,            0.023491,            0.011297,           0.0019902,             0.00565,             0.00565,             0.00565
                  31,            0.031068,            0.027357,           0.0040236,             0.97529,             0.96586,             0.98485,             0.64912,            0.027429,             0.01142,           0.0020231,              0.0055,              0.0055,              0.0055
                  32,            0.032433,            0.026126,           0.0040855,             0.98498,             0.96625,             0.98727,             0.65765,             0.02633,            0.011165,           0.0018729,             0.00535,             0.00535,             0.00535
                  33,             0.03118,            0.025554,            0.004157,             0.96584,             0.96804,             0.98886,             0.72576,            0.022097,            0.010955,            0.001917,              0.0052,              0.0052,              0.0052
                  34,             0.03113,            0.026268,           0.0044498,             0.98466,             0.96868,              0.9875,             0.69023,            0.023209,            0.011137,           0.0016562,             0.00505,             0.00505,             0.00505
                  35,            0.031714,            0.026007,           0.0043787,             0.97307,             0.95921,             0.98065,              0.7079,            0.022588,            0.011088,           0.0020031,              0.0049,              0.0049,              0.0049
                  36,            0.030901,            0.025067,            0.003955,             0.97413,             0.96365,             0.98819,             0.70504,            0.023441,            0.010927,           0.0018455,             0.00475,             0.00475,             0.00475
                  37,            0.030277,            0.025763,           0.0039713,             0.97038,             0.95798,             0.98422,             0.70995,            0.022547,            0.010731,           0.0020185,              0.0046,              0.0046,              0.0046
                  38,              0.0299,            0.025794,           0.0039468,             0.97256,             0.96796,             0.98543,             0.73333,            0.021069,            0.010543,           0.0019292,             0.00445,             0.00445,             0.00445
                  39,            0.029272,             0.02552,           0.0038173,             0.97266,             0.96383,             0.98389,              0.7026,            0.022357,            0.010829,           0.0018401,              0.0043,              0.0043,              0.0043
                  40,            0.029586,            0.024782,           0.0034364,             0.97903,             0.96879,             0.98517,             0.65343,             0.02619,            0.011045,           0.0018303,             0.00415,             0.00415,             0.00415
                  41,            0.029619,            0.025205,           0.0036955,             0.98275,             0.96866,             0.98694,             0.69114,            0.024004,            0.010656,             0.00136,               0.004,               0.004,               0.004
                  42,            0.029074,            0.025179,           0.0036682,             0.98608,             0.96597,             0.98894,             0.71634,             0.02224,            0.010575,           0.0015254,             0.00385,             0.00385,             0.00385
                  43,            0.029448,             0.02514,           0.0035962,             0.98211,             0.96757,             0.98801,             0.73875,            0.021542,            0.010517,           0.0013233,              0.0037,              0.0037,              0.0037
                  44,            0.029025,            0.024605,           0.0036137,             0.97841,             0.96825,             0.98877,             0.74059,            0.020822,            0.010424,           0.0012571,             0.00355,             0.00355,             0.00355
                  45,            0.028578,            0.024346,           0.0031626,             0.97313,             0.97279,              0.9892,             0.73497,            0.021715,            0.010298,           0.0014282,              0.0034,              0.0034,              0.0034
                  46,            0.027803,            0.022894,           0.0035607,             0.98314,             0.96476,             0.98824,             0.73683,            0.021011,            0.010461,           0.0014354,             0.00325,             0.00325,             0.00325
                  47,            0.027903,            0.024712,           0.0034349,             0.98211,             0.96577,             0.98665,             0.71797,            0.022042,             0.01052,           0.0014189,              0.0031,              0.0031,              0.0031
                  48,            0.028507,            0.025365,           0.0037043,             0.98018,             0.97876,             0.98727,             0.74158,            0.020678,            0.010392,           0.0012686,             0.00295,             0.00295,             0.00295
                  49,            0.027737,             0.02346,           0.0035812,             0.97546,             0.97516,             0.98686,             0.72693,            0.021442,            0.010455,           0.0015186,              0.0028,              0.0028,              0.0028
                  50,            0.027643,            0.023983,           0.0031936,             0.97368,             0.97552,             0.98605,             0.70896,            0.022829,            0.010598,           0.0014927,             0.00265,             0.00265,             0.00265
                  51,            0.027309,              0.0244,           0.0033662,             0.98255,             0.97598,             0.98832,             0.72502,            0.021355,            0.010291,            0.001293,              0.0025,              0.0025,              0.0025
                  52,            0.027067,            0.022464,            0.003086,             0.98461,             0.97739,             0.99012,             0.75172,            0.020373,            0.010157,           0.0013934,             0.00235,             0.00235,             0.00235
                  53,            0.026986,            0.024243,           0.0032422,             0.98263,             0.97161,             0.98822,             0.75234,             0.02018,            0.010123,           0.0013592,              0.0022,              0.0022,              0.0022
                  54,            0.026459,             0.02395,            0.002667,             0.97788,             0.97497,             0.98862,              0.7466,            0.020393,            0.010163,           0.0013417,             0.00205,             0.00205,             0.00205
                  55,            0.027071,            0.023991,           0.0029294,             0.99049,             0.97072,             0.99082,             0.75533,             0.02002,            0.010024,           0.0013031,              0.0019,              0.0019,              0.0019
                  56,            0.026998,            0.023792,           0.0030118,             0.98218,             0.96524,             0.98558,             0.76038,            0.019682,            0.010001,           0.0015144,             0.00175,             0.00175,             0.00175
                  57,            0.026258,            0.023065,           0.0029043,             0.98807,             0.96848,             0.99001,             0.76094,            0.020057,            0.010026,           0.0014457,              0.0016,              0.0016,              0.0016
                  58,            0.026393,            0.023979,           0.0031461,             0.98543,             0.97067,             0.98787,             0.75304,            0.020558,            0.010224,            0.001378,             0.00145,             0.00145,             0.00145
                  59,            0.027073,            0.024136,            0.003453,             0.98779,             0.97507,             0.98961,             0.74532,            0.020546,            0.010139,           0.0012369,              0.0013,              0.0013,              0.0013
