               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  45,            0.015763,            0.017262,           0.0053579,             0.87729,             0.80898,             0.92091,             0.52446,            0.012806,           0.0079997,           0.0042469,           0.0012614,           0.0012614,           0.0012614
                  46,            0.015761,            0.017476,           0.0052983,             0.89089,             0.81325,             0.92425,             0.48776,            0.013582,           0.0080373,           0.0041187,           0.0012141,           0.0012141,           0.0012141
                  47,            0.015721,            0.017642,           0.0053848,             0.89015,             0.81578,             0.92233,             0.47742,            0.013829,           0.0080667,           0.0040632,           0.0011669,           0.0011669,           0.0011669
                  48,            0.015599,            0.016369,           0.0052293,             0.90388,             0.81358,             0.92597,             0.48876,            0.013558,           0.0080193,           0.0039318,           0.0011196,           0.0011196,           0.0011196
                  49,            0.015225,             0.01661,           0.0051149,             0.89325,             0.81857,             0.92354,             0.45156,            0.014375,           0.0080969,           0.0038691,           0.0010724,           0.0010724,           0.0010724
                  50,            0.015342,            0.016965,           0.0052044,             0.90032,             0.81529,             0.92692,             0.52124,            0.012847,           0.0079558,           0.0038152,           0.0010252,           0.0010252,           0.0010252
                  51,            0.015592,            0.017227,           0.0049589,             0.89415,               0.828,             0.92925,             0.47587,            0.013791,           0.0080326,           0.0037389,          0.00097792,          0.00097792,          0.00097792
                  52,            0.015747,            0.016622,           0.0053825,             0.89992,             0.82868,              0.9319,              0.4912,            0.013725,           0.0080224,           0.0036367,          0.00093068,          0.00093068,          0.00093068
                  53,            0.015211,            0.016348,           0.0050188,              0.9058,             0.83534,             0.93301,             0.43026,            0.015054,           0.0080729,           0.0035906,          0.00088344,          0.00088344,          0.00088344
                  54,            0.015276,            0.016339,           0.0050279,             0.90572,             0.83743,             0.93549,             0.49347,            0.013607,           0.0079954,            0.003521,           0.0008362,           0.0008362,           0.0008362
                  55,             0.01509,            0.017091,           0.0047633,             0.91276,             0.83178,             0.93491,             0.47507,            0.014142,           0.0080481,           0.0034845,          0.00078896,          0.00078896,          0.00078896
                  56,            0.015293,             0.01685,           0.0048333,             0.90037,             0.83764,             0.93466,             0.45027,            0.014626,           0.0080463,           0.0034355,          0.00074172,          0.00074172,          0.00074172
                  57,            0.015224,            0.016845,           0.0048434,             0.90765,             0.83752,             0.93701,             0.47701,            0.013782,           0.0079955,           0.0033713,          0.00069448,          0.00069448,          0.00069448
                  58,             0.01545,            0.016693,           0.0047196,              0.9203,             0.84087,             0.93988,             0.51968,            0.013112,           0.0079326,           0.0033007,          0.00064723,          0.00064723,          0.00064723
                  59,             0.01511,            0.016795,           0.0047272,              0.9019,             0.85085,             0.93857,              0.4797,            0.014047,           0.0080062,           0.0032631,          0.00059999,          0.00059999,          0.00059999
